label,Tp,Cl,pH,Redox,Leit,Trueb,Cl_2,Fm,Fm_2
0,7.9,0.16,8.32,754.0,206.0,0.022,0.112,1912.0,1141.0
0,7.9,0.16,8.32,755.0,206.0,0.022,0.112,1940.0,1148.0
0,7.9,0.16,8.31,755.0,206.0,0.022,0.112,1964.0,1140.0
0,7.9,0.16,8.32,755.0,206.0,0.025,0.112,1927.0,1141.0
0,7.9,0.16,8.32,755.0,206.0,0.024,0.112,1943.0,1141.0
0,7.9,0.16,8.31,755.0,206.0,0.025,0.112,1974.0,1142.0
0,7.9,0.16,8.31,754.0,206.0,0.024,0.112,1931.0,1144.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.112,1973.0,1142.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.112,1944.0,1141.0
0,7.9,0.16,8.31,754.0,206.0,0.026,0.112,1928.0,1153.0
0,7.9,0.16,8.31,755.0,206.0,0.025,0.114,1969.0,1150.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.112,1983.0,1152.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1917.0,1144.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1939.0,1141.0
0,7.9,0.16,8.31,755.0,206.0,0.026,0.112,1951.0,1140.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1939.0,1142.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1937.0,1144.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.111,1944.0,1157.0
0,7.9,0.16,8.31,754.0,206.0,0.024,0.112,1931.0,1151.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1949.0,1150.0
0,7.9,0.16,8.31,755.0,206.0,0.024,0.114,1925.0,1148.0
0,7.9,0.17,8.31,754.0,206.0,0.024,0.114,1937.0,1144.0
0,7.9,0.17,8.32,754.0,206.0,0.024,0.111,1951.0,1140.0
0,7.9,0.17,8.31,755.0,206.0,0.024,0.111,1993.0,1148.0
0,7.9,0.17,8.32,755.0,206.0,0.024,0.111,1966.0,1150.0
0,7.9,0.17,8.32,754.0,206.0,0.024,0.111,1934.0,1158.0
0,7.9,0.17,8.32,755.0,206.0,0.024,0.111,1952.0,1151.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.111,1939.0,1145.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.112,1949.0,1153.0
0,7.9,0.16,8.32,755.0,206.0,0.024,0.111,1927.0,1151.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.111,1931.0,1142.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.111,1978.0,1150.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.111,1949.0,1150.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.109,2001.0,1151.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.108,1935.0,1145.0
0,7.9,0.16,8.32,754.0,206.0,0.024,0.109,1956.0,1144.0
0,7.9,0.16,8.32,754.0,209.0,0.024,0.109,1949.0,1145.0
0,7.9,0.16,8.32,754.0,209.0,0.024,0.108,1967.0,1151.0
0,7.9,0.16,8.32,754.0,206.0,0.023,0.109,1980.0,1148.0
0,7.9,0.16,8.32,754.0,206.0,0.023,0.108,1972.0,1151.0
0,7.9,0.15,8.32,754.0,206.0,0.024,0.108,1968.0,1148.0
0,7.9,0.15,8.32,754.0,206.0,0.023,0.108,2004.0,1151.0
0,7.9,0.15,8.32,754.0,206.0,0.023,0.109,1993.0,1151.0
0,7.9,0.15,8.33,754.0,206.0,0.024,0.108,1990.0,1151.0
0,7.9,0.15,8.32,754.0,206.0,0.023,0.111,1989.0,1150.0
0,7.9,0.15,8.32,754.0,209.0,0.023,0.111,1979.0,1153.0
0,7.9,0.15,8.33,754.0,206.0,0.023,0.109,1957.0,1157.0
0,7.9,0.16,8.32,754.0,206.0,0.023,0.109,1991.0,1152.0
0,7.9,0.16,8.33,754.0,209.0,0.024,0.111,1950.0,1152.0
0,7.9,0.16,8.33,754.0,209.0,0.024,0.111,1938.0,1151.0
0,7.9,0.16,8.33,754.0,209.0,0.024,0.111,1997.0,1151.0
0,7.9,0.16,8.33,754.0,206.0,0.023,0.111,1956.0,1153.0
0,7.9,0.16,8.33,754.0,209.0,0.023,0.109,1997.0,1151.0
0,7.9,0.16,8.33,754.0,206.0,0.024,0.109,1954.0,1150.0
0,7.9,0.16,8.33,755.0,209.0,0.026,0.111,1958.0,1152.0
0,7.9,0.16,8.33,754.0,206.0,0.023,0.111,1961.0,1152.0
0,7.9,0.16,8.33,754.0,206.0,0.023,0.111,1939.0,1152.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.111,1974.0,1152.0
0,7.8,0.16,8.34,754.0,206.0,0.023,0.109,1939.0,1151.0
0,7.8,0.16,8.34,754.0,209.0,0.024,0.109,2006.0,1148.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.107,2130.0,1157.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.109,2043.0,1151.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.108,2027.0,1148.0
0,7.8,0.16,8.34,754.0,209.0,0.024,0.107,2042.0,1156.0
0,7.8,0.16,8.34,754.0,206.0,0.024,0.107,2068.0,1157.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.107,2037.0,1163.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.107,2037.0,1151.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.108,2013.0,1152.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.107,2060.0,1148.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2049.0,1148.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2039.0,1151.0
0,7.7,0.16,8.33,754.0,209.0,0.024,0.107,2030.0,1148.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2013.0,1144.0
0,7.7,0.15,8.33,754.0,209.0,0.023,0.107,2026.0,1145.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.107,2035.0,1138.0
0,7.7,0.15,8.33,754.0,209.0,0.023,0.108,2026.0,1156.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.107,2027.0,1145.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.109,2025.0,1146.0
0,7.7,0.16,8.33,754.0,209.0,0.027,0.108,2019.0,1144.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2062.0,1148.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.108,2039.0,1144.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2013.0,1151.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.108,2054.0,1146.0
0,7.7,0.17,8.33,754.0,209.0,0.022,0.108,2010.0,1156.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2020.0,1158.0
0,7.8,0.17,8.33,754.0,209.0,0.022,0.111,2030.0,1153.0
0,7.7,0.17,8.33,754.0,209.0,0.022,0.107,2020.0,1158.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.108,2013.0,1148.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.109,2035.0,1148.0
0,7.8,0.17,8.33,754.0,209.0,0.023,0.108,2025.0,1150.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.107,2024.0,1152.0
0,7.8,0.17,8.33,754.0,209.0,0.023,0.108,2031.0,1145.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.107,2037.0,1151.0
0,7.7,0.17,8.33,754.0,209.0,0.023,0.108,2070.0,1145.0
0,7.7,0.16,8.33,754.0,209.0,0.023,0.107,2068.0,1148.0
0,7.7,0.16,8.33,754.0,209.0,0.022,0.108,2009.0,1153.0
0,7.8,0.16,8.33,754.0,209.0,0.022,0.108,2070.0,1158.0
0,7.8,0.16,8.33,754.0,209.0,0.022,0.108,2021.0,1145.0
0,7.8,0.16,8.33,754.0,209.0,0.022,0.107,2043.0,1153.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.105,2055.0,1148.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.107,2024.0,1148.0
0,7.8,0.16,8.33,754.0,209.0,0.022,0.107,2020.0,1151.0
0,7.8,0.16,8.33,754.0,209.0,0.022,0.105,2010.0,1145.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.107,2027.0,1144.0
0,7.8,0.16,8.33,754.0,209.0,0.023,0.107,2047.0,1153.0
0,7.8,0.16,8.34,754.0,209.0,0.025,0.107,2032.0,1151.0
0,7.8,0.16,8.34,753.0,209.0,0.023,0.107,2045.0,1145.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.107,2079.0,1151.0
0,7.9,0.15,8.34,754.0,209.0,0.022,0.107,2048.0,1153.0
0,7.9,0.15,8.34,754.0,209.0,0.022,0.107,2074.0,1150.0
0,7.9,0.15,8.34,754.0,209.0,0.022,0.107,2047.0,1158.0
0,7.8,0.15,8.34,754.0,209.0,0.022,0.107,2008.0,1153.0
0,7.8,0.15,8.34,754.0,209.0,0.022,0.108,2055.0,1148.0
0,7.8,0.16,8.34,754.0,209.0,0.022,0.107,2039.0,1153.0
0,7.8,0.16,8.35,754.0,209.0,0.022,0.109,2003.0,1148.0
0,7.8,0.16,8.34,753.0,209.0,0.022,0.109,2042.0,1158.0
0,7.9,0.16,8.35,754.0,209.0,0.022,0.108,2047.0,1146.0
0,7.8,0.16,8.35,754.0,209.0,0.023,0.108,1993.0,1151.0
0,7.8,0.16,8.35,754.0,209.0,0.023,0.109,2020.0,1152.0
0,7.9,0.16,8.35,754.0,209.0,0.023,0.108,2021.0,1148.0
0,7.9,0.16,8.35,754.0,209.0,0.023,0.107,2041.0,1153.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.107,2054.0,1162.0
0,7.8,0.17,8.36,754.0,209.0,0.024,0.107,2061.0,1170.0
0,7.8,0.17,8.36,754.0,209.0,0.023,0.107,2076.0,1156.0
0,7.7,0.17,8.36,754.0,209.0,0.023,0.107,2015.0,1145.0
0,7.8,0.17,8.36,754.0,209.0,0.023,0.107,2049.0,1140.0
0,7.8,0.17,8.36,754.0,209.0,0.023,0.107,2019.0,1146.0
0,7.7,0.17,8.36,754.0,209.0,0.023,0.107,2010.0,1148.0
0,7.7,0.17,8.36,753.0,209.0,0.023,0.107,2060.0,1146.0
0,7.7,0.17,8.36,754.0,209.0,0.022,0.107,2020.0,1150.0
0,7.8,0.17,8.36,754.0,209.0,0.022,0.107,2042.0,1144.0
0,7.7,0.17,8.36,754.0,209.0,0.023,0.107,2020.0,1145.0
0,7.7,0.16,8.36,754.0,209.0,0.022,0.107,2061.0,1152.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.107,2050.0,1151.0
0,7.8,0.16,8.36,754.0,209.0,0.023,0.107,2019.0,1148.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.108,2032.0,1156.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.107,2038.0,1157.0
0,7.7,0.16,8.36,753.0,209.0,0.022,0.108,2054.0,1157.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.108,2030.0,1156.0
0,7.8,0.16,8.35,754.0,209.0,0.023,0.108,2030.0,1157.0
0,7.8,0.16,8.36,754.0,209.0,0.023,0.109,2010.0,1153.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.111,2024.0,1150.0
0,7.7,0.16,8.35,754.0,209.0,0.025,0.109,2021.0,1145.0
0,7.7,0.16,8.34,754.0,209.0,0.023,0.111,2018.0,1151.0
0,7.8,0.16,8.35,754.0,209.0,0.023,0.111,1981.0,1148.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.111,1990.0,1152.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.112,1979.0,1144.0
0,7.8,0.16,8.34,755.0,209.0,0.023,0.111,2002.0,1145.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.111,2018.0,1150.0
0,7.8,0.16,8.34,755.0,209.0,0.023,0.112,1993.0,1146.0
0,7.7,0.16,8.34,755.0,209.0,0.023,0.111,2009.0,1144.0
0,7.8,0.16,8.34,754.0,209.0,0.023,0.111,2027.0,1145.0
0,7.9,0.16,8.34,755.0,209.0,0.023,0.111,2015.0,1145.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.111,2016.0,1146.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.111,2008.0,1142.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.109,2026.0,1148.0
0,7.8,0.17,8.33,754.0,209.0,0.023,0.109,1991.0,1150.0
0,7.9,0.17,8.34,755.0,209.0,0.023,0.111,2016.0,1145.0
0,7.8,0.17,8.33,754.0,209.0,0.023,0.108,2001.0,1146.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.108,1996.0,1141.0
0,7.8,0.18,8.34,754.0,209.0,0.023,0.109,2001.0,1145.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.108,2008.0,1142.0
0,7.8,0.17,8.33,754.0,209.0,0.023,0.107,1989.0,1142.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.105,1987.0,1150.0
0,7.8,0.17,8.34,754.0,209.0,0.022,0.107,1996.0,1146.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.107,1989.0,1141.0
0,7.8,0.17,8.34,754.0,209.0,0.023,0.107,2003.0,1140.0
0,7.8,0.17,8.35,754.0,209.0,0.023,0.107,1995.0,1142.0
0,7.8,0.17,8.35,754.0,209.0,0.023,0.107,2019.0,1146.0
0,7.8,0.16,8.35,753.0,209.0,0.023,0.107,2021.0,1145.0
0,7.8,0.16,8.35,754.0,209.0,0.023,0.105,2018.0,1140.0
0,7.9,0.16,8.36,753.0,209.0,0.023,0.105,1975.0,1146.0
0,7.8,0.16,8.36,754.0,209.0,0.023,0.105,2031.0,1144.0
0,7.7,0.16,8.36,753.0,209.0,0.024,0.107,2027.0,1151.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.105,2025.0,1148.0
0,7.7,0.16,8.37,753.0,209.0,0.023,0.107,1966.0,1148.0
0,7.8,0.16,8.37,753.0,209.0,0.023,0.107,2039.0,1142.0
0,7.7,0.16,8.37,753.0,209.0,0.022,0.107,2025.0,1146.0
0,7.7,0.16,8.37,753.0,209.0,0.022,0.107,1996.0,1148.0
0,7.8,0.16,8.37,754.0,209.0,0.022,0.108,1997.0,1140.0
0,7.7,0.16,8.38,753.0,209.0,0.023,0.108,2016.0,1135.0
0,7.7,0.16,8.38,753.0,209.0,0.022,0.109,2012.0,1136.0
0,7.7,0.16,8.38,754.0,209.0,0.022,0.108,1993.0,1148.0
0,7.7,0.16,8.38,754.0,209.0,0.022,0.108,2003.0,1151.0
0,7.7,0.17,8.38,754.0,209.0,0.022,0.108,2004.0,1152.0
0,7.7,0.17,8.38,754.0,209.0,0.022,0.108,2016.0,1148.0
0,7.7,0.17,8.38,753.0,209.0,0.022,0.108,1978.0,1146.0
0,7.7,0.17,8.38,754.0,209.0,0.022,0.109,1975.0,1146.0
0,7.7,0.17,8.37,754.0,209.0,0.023,0.111,1973.0,1151.0
0,7.8,0.18,8.38,754.0,209.0,0.023,0.109,1980.0,1157.0
0,7.7,0.18,8.37,754.0,209.0,0.023,0.108,1987.0,1150.0
0,7.7,0.18,8.37,754.0,209.0,0.023,0.109,1998.0,1142.0
0,7.7,0.18,8.37,754.0,209.0,0.023,0.109,1958.0,1145.0
0,7.7,0.18,8.37,754.0,209.0,0.023,0.109,1952.0,1148.0
0,7.7,0.18,8.36,754.0,209.0,0.022,0.108,1962.0,1145.0
0,7.7,0.17,8.36,754.0,209.0,0.022,0.108,1968.0,1146.0
0,7.7,0.17,8.36,754.0,209.0,0.022,0.107,2018.0,1145.0
0,7.7,0.17,8.36,753.0,209.0,0.021,0.108,1986.0,1138.0
0,7.7,0.17,8.35,754.0,209.0,0.022,0.108,2025.0,1135.0
0,7.7,0.17,8.35,754.0,209.0,0.021,0.108,1964.0,1144.0
0,7.7,0.17,8.35,754.0,209.0,0.021,0.107,1951.0,1138.0
0,7.7,0.17,8.35,754.0,206.0,0.021,0.108,1993.0,1150.0
0,7.7,0.17,8.35,754.0,209.0,0.021,0.109,1958.0,1145.0
0,7.7,0.16,8.35,754.0,209.0,0.022,0.109,1990.0,1142.0
0,7.7,0.16,8.35,754.0,205.0,0.021,0.109,1968.0,1138.0
0,7.7,0.16,8.35,754.0,205.0,0.021,0.111,1966.0,1140.0
0,7.7,0.16,8.35,754.0,206.0,0.023,0.109,1958.0,1148.0
0,7.7,0.16,8.34,754.0,209.0,0.022,0.108,1981.0,1148.0
0,7.7,0.16,8.35,754.0,209.0,0.022,0.111,2016.0,1145.0
0,7.7,0.16,8.35,754.0,205.0,0.04,0.111,2018.0,1146.0
0,7.7,0.16,8.34,754.0,206.0,0.022,0.111,1987.0,1142.0
0,7.7,0.16,8.35,754.0,206.0,0.023,0.111,1986.0,1145.0
0,7.7,0.16,8.35,755.0,209.0,0.023,0.112,2002.0,1152.0
0,7.7,0.16,8.35,754.0,209.0,0.022,0.112,1951.0,1142.0
0,7.7,0.16,8.35,754.0,205.0,0.023,0.111,1943.0,1148.0
0,7.7,0.16,8.35,755.0,205.0,0.022,0.112,1968.0,1150.0
0,7.7,0.16,8.34,754.0,205.0,0.023,0.113,1957.0,1146.0
0,7.7,0.17,8.35,754.0,205.0,0.023,0.112,1962.0,1146.0
0,7.7,0.17,8.35,754.0,206.0,0.023,0.113,1952.0,1144.0
0,7.7,0.17,8.34,755.0,205.0,0.022,0.113,1937.0,1136.0
0,7.7,0.18,8.34,754.0,205.0,0.023,0.113,1912.0,1136.0
0,7.7,0.18,8.34,754.0,205.0,0.023,0.113,1952.0,1141.0
0,7.7,0.18,8.34,754.0,206.0,0.023,0.113,1922.0,1141.0
0,7.7,0.18,8.35,754.0,205.0,0.023,0.113,1952.0,1141.0
0,7.7,0.18,8.34,755.0,205.0,0.023,0.111,1943.0,1133.0
0,7.7,0.18,8.34,755.0,205.0,0.023,0.113,1973.0,1135.0
0,7.7,0.17,8.35,754.0,205.0,0.023,0.113,1951.0,1133.0
0,7.7,0.18,8.34,754.0,205.0,0.023,0.112,1957.0,1134.0
0,7.7,0.17,8.34,754.0,205.0,0.023,0.111,1915.0,1136.0
0,7.7,0.17,8.35,754.0,205.0,0.023,0.111,1937.0,1123.0
0,7.8,0.17,8.35,755.0,205.0,0.023,0.112,1951.0,1129.0
0,7.8,0.17,8.35,755.0,205.0,0.023,0.111,1935.0,1128.0
0,7.8,0.17,8.35,754.0,205.0,0.022,0.111,1935.0,1129.0
0,7.9,0.17,8.35,754.0,205.0,0.023,0.111,1925.0,1130.0
0,7.8,0.17,8.35,754.0,205.0,0.023,0.111,1927.0,1127.0
0,7.8,0.16,8.36,754.0,205.0,0.022,0.111,1973.0,1122.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.111,1962.0,1123.0
0,7.8,0.16,8.36,754.0,205.0,0.022,0.111,1991.0,1127.0
0,7.7,0.16,8.36,754.0,209.0,0.022,0.112,1938.0,1127.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.113,1938.0,1119.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.112,1917.0,1125.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.112,1949.0,1121.0
0,7.7,0.16,8.36,754.0,205.0,0.023,0.112,1934.0,1118.0
0,7.7,0.16,8.36,754.0,209.0,0.022,0.113,1940.0,1123.0
0,7.7,0.16,8.36,754.0,209.0,0.023,0.114,1960.0,1130.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.114,1944.0,1122.0
0,7.7,0.16,8.36,754.0,209.0,0.022,0.113,1950.0,1125.0
0,7.7,0.16,8.36,754.0,205.0,0.023,0.114,1910.0,1121.0
0,7.7,0.16,8.36,754.0,205.0,0.023,0.114,1903.0,1118.0
0,7.7,0.16,8.36,755.0,209.0,0.023,0.114,1944.0,1121.0
0,7.7,0.16,8.36,754.0,205.0,0.022,0.114,1915.0,1121.0
0,7.7,0.16,8.36,755.0,205.0,0.023,0.114,1914.0,1122.0
0,7.7,0.17,8.36,755.0,205.0,0.022,0.114,1915.0,1129.0
0,7.7,0.17,8.36,755.0,209.0,0.023,0.114,1954.0,1122.0
0,7.7,0.17,8.35,755.0,205.0,0.023,0.114,1920.0,1123.0
0,7.7,0.18,8.35,754.0,209.0,0.023,0.114,1950.0,1125.0
0,7.7,0.18,8.35,754.0,209.0,0.022,0.114,1949.0,1123.0
0,7.7,0.18,8.35,755.0,205.0,0.022,0.114,1920.0,1121.0
0,7.7,0.18,8.35,755.0,205.0,0.022,0.114,1934.0,1121.0
0,7.7,0.18,8.35,755.0,205.0,0.023,0.114,1925.0,1122.0
0,7.7,0.18,8.35,755.0,205.0,0.022,0.113,1899.0,1123.0
0,7.7,0.17,8.35,754.0,205.0,0.022,0.112,1916.0,1127.0
0,7.7,0.17,8.35,754.0,209.0,0.023,0.113,1956.0,1125.0
0,7.7,0.17,8.34,755.0,209.0,0.023,0.111,1940.0,1123.0
0,7.7,0.17,8.34,754.0,209.0,0.023,0.112,1956.0,1125.0
0,7.7,0.17,8.34,754.0,209.0,0.023,0.112,1946.0,1125.0
0,7.7,0.17,8.35,754.0,209.0,0.023,0.111,1912.0,1118.0
0,7.7,0.17,8.34,754.0,209.0,0.023,0.112,1975.0,1121.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.112,1949.0,1115.0
0,7.7,0.16,8.34,754.0,209.0,0.023,0.112,1995.0,1118.0
0,7.7,0.16,8.34,754.0,209.0,0.023,0.111,1958.0,1116.0
0,7.7,0.16,8.35,754.0,205.0,0.023,0.112,1962.0,1115.0
0,7.7,0.16,8.34,754.0,209.0,0.023,0.113,1989.0,1123.0
0,7.7,0.16,8.35,755.0,205.0,0.023,0.114,1973.0,1116.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.111,1967.0,1112.0
0,7.7,0.16,8.35,754.0,205.0,0.023,0.113,1980.0,1118.0
0,7.7,0.16,8.35,755.0,209.0,0.023,0.113,1906.0,1123.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.112,1980.0,1119.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.114,1962.0,1123.0
0,7.7,0.16,8.35,754.0,209.0,0.023,0.114,1983.0,1122.0
0,7.7,0.16,8.36,755.0,209.0,0.022,0.113,2001.0,1123.0
0,7.7,0.16,8.35,755.0,209.0,0.023,0.113,1974.0,1123.0
0,7.7,0.16,8.35,755.0,209.0,0.022,0.113,1987.0,1121.0
0,7.7,0.16,8.35,755.0,209.0,0.023,0.113,1946.0,1125.0
0,7.7,0.16,8.35,755.0,209.0,0.023,0.114,1966.0,1125.0
0,7.7,0.17,8.36,755.0,209.0,0.022,0.114,1950.0,1128.0
0,7.7,0.17,8.36,755.0,209.0,0.022,0.114,1973.0,1123.0
0,7.7,0.17,8.36,755.0,209.0,0.022,0.114,1980.0,1122.0
0,7.7,0.17,8.36,755.0,209.0,0.022,0.113,1967.0,1121.0
0,7.7,0.17,8.36,755.0,209.0,0.023,0.113,1967.0,1121.0
0,7.7,0.17,8.36,755.0,209.0,0.022,0.113,1952.0,1127.0
0,7.7,0.17,8.36,754.0,209.0,0.021,0.114,1967.0,1125.0
0,7.6,0.17,8.36,754.0,209.0,0.021,0.113,1938.0,1121.0
0,7.6,0.17,8.36,755.0,209.0,0.021,0.114,1910.0,1123.0
0,7.6,0.17,8.36,755.0,209.0,0.021,0.111,1974.0,1123.0
0,7.6,0.17,8.36,754.0,209.0,0.021,0.111,1916.0,1123.0
0,7.6,0.17,8.36,754.0,209.0,0.021,0.111,1928.0,1123.0
0,7.6,0.17,8.36,754.0,209.0,0.021,0.111,1925.0,1118.0
0,7.6,0.17,8.36,755.0,209.0,0.021,0.111,1951.0,1119.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.112,1935.0,1112.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1899.0,1116.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1950.0,1119.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1946.0,1115.0
0,7.6,0.16,8.37,754.0,209.0,0.021,0.112,1937.0,1119.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.112,1950.0,1122.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1938.0,1111.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.112,1951.0,1115.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.112,1925.0,1118.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1968.0,1121.0
0,7.6,0.16,8.36,754.0,209.0,0.021,0.111,1950.0,1121.0
0,7.6,0.16,8.36,755.0,209.0,0.022,0.113,1986.0,1118.0
0,7.6,0.16,8.35,755.0,209.0,0.021,0.112,1980.0,1113.0
0,7.6,0.16,8.35,754.0,209.0,0.021,0.112,1934.0,1121.0
0,7.6,0.16,8.34,755.0,209.0,0.021,0.113,1934.0,1125.0
0,7.6,0.16,8.34,755.0,209.0,0.021,0.114,1940.0,1122.0
0,7.6,0.16,8.34,754.0,209.0,0.021,0.113,1939.0,1115.0
0,7.6,0.16,8.34,755.0,209.0,0.022,0.112,1946.0,1119.0
0,7.6,0.17,8.34,755.0,209.0,0.021,0.113,1943.0,1122.0
0,7.6,0.17,8.34,755.0,209.0,0.021,0.113,1937.0,1119.0
0,7.5,0.17,8.34,755.0,209.0,0.021,0.114,1949.0,1121.0
0,7.5,0.18,8.33,755.0,209.0,0.021,0.113,1905.0,1118.0
0,7.5,0.18,8.33,754.0,209.0,0.021,0.113,1900.0,1125.0
0,7.5,0.18,8.33,755.0,209.0,0.021,0.113,1912.0,1113.0
0,7.5,0.18,8.32,755.0,209.0,0.021,0.112,1920.0,1113.0
0,7.5,0.18,8.33,755.0,209.0,0.022,0.114,1927.0,1118.0
0,7.5,0.18,8.33,754.0,209.0,0.022,0.113,1916.0,1112.0
0,7.5,0.17,8.33,755.0,209.0,0.022,0.112,1896.0,1121.0
0,7.5,0.17,8.33,754.0,209.0,0.022,0.112,1914.0,1118.0
0,7.6,0.17,8.32,755.0,209.0,0.021,0.112,1966.0,1118.0
0,7.5,0.17,8.33,754.0,209.0,0.021,0.111,1937.0,1121.0
0,7.5,0.17,8.33,755.0,209.0,0.021,0.111,1938.0,1119.0
0,7.5,0.17,8.33,754.0,209.0,0.021,0.111,1920.0,1113.0
0,7.6,0.16,8.33,754.0,209.0,0.021,0.111,1929.0,1122.0
0,7.5,0.16,8.33,754.0,209.0,0.021,0.111,1935.0,1121.0
0,7.5,0.16,8.33,754.0,209.0,0.021,0.112,1899.0,1113.0
0,7.5,0.16,8.34,754.0,209.0,0.022,0.111,1886.0,1118.0
0,7.5,0.16,8.34,754.0,209.0,0.024,0.109,1896.0,1121.0
0,7.5,0.16,8.34,754.0,209.0,0.021,0.111,1945.0,1116.0
0,7.5,0.16,8.34,754.0,209.0,0.021,0.111,1894.0,1116.0
0,7.5,0.16,8.34,754.0,209.0,0.021,0.109,1892.0,1122.0
0,7.5,0.16,8.34,754.0,209.0,0.021,0.109,1900.0,1111.0
0,7.5,0.16,8.35,754.0,209.0,0.021,0.111,1922.0,1116.0
0,7.5,0.16,8.35,754.0,209.0,0.021,0.109,1914.0,1119.0
0,7.5,0.16,8.35,754.0,209.0,0.021,0.111,1894.0,1118.0
0,7.5,0.16,8.35,754.0,209.0,0.021,0.111,1898.0,1121.0
0,7.5,0.16,8.36,754.0,209.0,0.021,0.111,1892.0,1119.0
0,7.5,0.16,8.36,754.0,209.0,0.021,0.111,1883.0,1122.0
0,7.5,0.16,8.36,754.0,209.0,0.021,0.111,1879.0,1125.0
